"rho","T","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.139,0.033333,1,0,1,0,0
0.13899,0.033333,1,1,1,1,0
0.13899,0.033333,1,2,1,2,0
0.13899,0.033333,1,3,1,3,0
0.13899,0.033333,1,4,1,4,0
0.13899,0.033333,1,5,1,5,0
0.13898,0.033333,1,6,1,6,0
0.13898,0.033333,1,7,1,7,0
0.13898,0.033333,1,8,1,8,0
0.13897,0.033333,1,9,1,9,0
0.13897,0.033333,1,10,1,10,0
0.13897,0.033333,1,11,1,11,0
0.13897,0.033333,1,12,1,12,0
0.13896,0.033333,1,13,1,13,0
0.13896,0.033333,1,14,1,14,0
0.13896,0.033333,1,15,1,15,0
0.13895,0.033333,1,16,1,16,0
0.13895,0.033333,1,17,1,17,0
0.13895,0.033333,1,18,1,18,0
0.13895,0.033333,1,19,1,19,0
0.13894,0.033333,1,20,1,20,0
0.13894,0.033333,1,21,1,21,0
0.13894,0.033333,1,22,1,22,0
0.13893,0.033333,1,23,1,23,0
0.13893,0.033333,1,24,1,24,0
0.13893,0.033333,1,25,1,25,0
0.13893,0.033333,1,26,1,26,0
0.13892,0.033333,1,27,1,27,0
0.13892,0.033333,1,28,1,28,0
0.13892,0.033333,1,29,1,29,0
0.13891,0.033333,1,30,1,30,0
0.13891,0.033333,1,31,1,31,0
0.13891,0.033333,1,32,1,32,0
0.13891,0.033333,1,33,1,33,0
0.1389,0.033333,1,34,1,34,0
0.1389,0.033333,1,35,1,35,0
0.1389,0.033333,1,36,1,36,0
0.13889,0.033333,1,37,1,37,0
0.13889,0.033333,1,38,1,38,0
0.13889,0.033333,1,39,1,39,0
0.13889,0.033333,1,40,1,40,0
0.13888,0.033333,1,41,1,41,0
0.13888,0.033333,1,42,1,42,0
0.13888,0.033333,1,43,1,43,0
0.13887,0.033333,1,44,1,44,0
0.13887,0.033333,1,45,1,45,0
0.13887,0.033333,1,46,1,46,0
0.13887,0.033333,1,47,1,47,0
0.13886,0.033333,1,48,1,48,0
0.13886,0.033333,1,49,1,49,0
0.13886,0.033333,1,50,1,50,0
0.13885,0.033333,1,51,1,51,0
0.13885,0.033333,1,52,1,52,0
0.13885,0.033333,1,53,1,53,0
0.13885,0.033333,1,54,1,54,0
0.13884,0.033333,1,55,1,55,0
0.13884,0.033333,1,56,1,56,0
0.13884,0.033333,1,57,1,57,0
0.13883,0.033333,1,58,1,58,0
0.13883,0.033333,1,59,1,59,0
0.13883,0.033333,1,60,1,60,0
0.13882,0.033333,1,61,1,61,0
0.13882,0.033333,1,62,1,62,0
0.13882,0.033333,1,63,1,63,0
0.13882,0.033333,1,64,1,64,0
0.13881,0.033333,1,65,1,65,0
0.13881,0.033333,1,66,1,66,0
0.13881,0.033333,1,67,1,67,0
0.1388,0.033333,1,68,1,68,0
0.1388,0.033333,1,69,1,69,0
0.1388,0.033333,1,70,1,70,0
0.1388,0.033333,1,71,1,71,0
0.13879,0.033333,1,72,1,72,0
0.13879,0.033333,1,73,1,73,0
0.13879,0.033333,1,74,1,74,0
0.13878,0.033333,1,75,1,75,0
0.13878,0.033333,1,76,1,76,0
0.13878,0.033333,1,77,1,77,0
0.13878,0.033333,1,78,1,78,0
0.13877,0.033333,1,79,1,79,0
0.13877,0.033333,1,80,1,80,0
0.13877,0.033333,1,81,1,81,0
0.13876,0.033333,1,82,1,82,0
0.13876,0.033333,1,83,1,83,0
0.13876,0.033333,1,84,1,84,0
0.13876,0.033333,1,85,1,85,0
0.13875,0.033333,1,86,1,86,0
0.13875,0.033333,1,87,1,87,0
0.13875,0.033333,1,88,1,88,0
0.13874,0.033333,1,89,1,89,0
0.13874,0.033333,1,90,1,90,0
0.13874,0.033333,1,91,1,91,0
0.13874,0.033333,1,92,1,92,0
0.13873,0.033333,1,93,1,93,0
0.13873,0.033333,1,94,1,94,0
0.13873,0.033333,1,95,1,95,0
0.13872,0.033333,1,96,1,96,0
0.13872,0.033333,1,97,1,97,0
0.13872,0.033333,1,98,1,98,0
0.13872,0.033333,1,99,1,99,0
0.13871,0.033333,1,100,1,100,0
0.13871,0.033333,1,101,1,101,0
0.13871,0.033333,1,102,1,102,0
0.1387,0.033333,1,103,1,103,0
0.1387,0.033333,1,104,1,104,0
0.1387,0.033333,1,105,1,105,0
0.13869,0.033333,1,106,1,106,0
0.13869,0.033333,1,107,1,107,0
0.13869,0.033333,1,108,1,108,0
0.13869,0.033333,1,109,1,109,0
0.13868,0.033333,1,110,1,110,0
0.13868,0.033333,1,111,1,111,0
0.13868,0.033333,1,112,1,112,0
0.13867,0.033333,1,113,1,113,0
0.13867,0.033333,1,114,1,114,0
0.13867,0.033333,1,115,1,115,0
0.13867,0.033333,1,116,1,116,0
0.13866,0.033333,1,117,1,117,0
0.13866,0.033333,1,118,1,118,0
0.13866,0.033333,1,119,1,119,0
0.13865,0.033333,1,120,1,120,0
0.13865,0.033333,1,121,1,121,0
0.13865,0.033333,1,122,1,122,0
0.13865,0.033333,1,123,1,123,0
0.13864,0.033333,1,124,1,124,0
0.13864,0.033333,1,125,1,125,0
0.13864,0.033333,1,126,1,126,0
0.13863,0.033333,1,127,1,127,0
0.13863,0.033333,1,128,1,128,0
0.13863,0.033333,1,129,1,129,0
0.13862,0.033333,1,130,1,130,0
0.13862,0.033333,1,131,1,131,0
0.13862,0.033333,1,132,1,132,0
0.13862,0.033333,1,133,1,133,0
0.13861,0.033333,1,134,1,134,0
0.13861,0.033333,1,135,1,135,0
0.13861,0.033333,1,136,1,136,0
0.1386,0.033333,1,137,1,137,0
0.1386,0.033333,1,138,1,138,0
0.1386,0.033333,1,139,1,139,0
0.1386,0.033333,1,140,1,140,0
0.13859,0.033333,1,141,1,141,0
0.13859,0.033333,1,142,1,142,0
0.13859,0.033333,1,143,1,143,0
0.13858,0.033333,1,144,1,144,0
0.13858,0.033333,1,145,1,145,0
0.13858,0.033333,1,146,1,146,0
0.13858,0.033333,1,147,1,147,0
0.13857,0.033333,1,148,1,148,0
0.13857,0.033333,1,149,1,149,0
0.13857,0.033333,1,150,1,150,0
0.13856,0.033333,1,151,1,151,0
0.13856,0.033333,1,152,1,152,0
0.13856,0.033333,1,153,1,153,0
0.13855,0.033333,1,154,1,154,0
0.13855,0.033333,1,155,1,155,0
0.13855,0.033333,1,156,1,156,0
0.13855,0.033333,1,157,1,157,0
0.13854,0.033333,1,158,1,158,0
0.13854,0.033333,1,159,1,159,0
0.13854,0.033333,1,160,1,160,0
0.13853,0.033333,1,161,1,161,0
0.13853,0.033333,1,162,1,162,0
0.13853,0.033333,1,163,1,163,0
0.13853,0.033333,1,164,1,164,0
0.13852,0.033333,1,165,1,165,0
0.13852,0.033333,1,166,1,166,0
0.13852,0.033333,1,167,1,167,0
0.13851,0.033333,1,168,1,168,0
0.13851,0.033333,1,169,1,169,0
0.13851,0.033333,1,170,1,170,0
0.1385,0.033333,1,171,1,171,0
0.1385,0.033333,1,172,1,172,0
0.1385,0.033333,1,173,1,173,0
0.1385,0.033333,1,174,1,174,0
0.13849,0.033333,1,175,1,175,0
0.13849,0.033333,1,176,1,176,0
0.13849,0.033333,1,177,1,177,0
0.13848,0.033333,1,178,1,178,0
0.13848,0.033333,1,179,1,179,0
0.13848,0.033333,1,180,1,180,0
0.13848,0.033333,1,181,1,181,0
0.13847,0.033333,1,182,1,182,0
0.13847,0.033333,1,183,1,183,0
0.13847,0.033333,1,184,1,184,0
0.13846,0.033333,1,185,1,185,0
0.13846,0.033333,1,186,1,186,0
0.13846,0.033333,1,187,1,187,0
0.13845,0.033333,1,188,1,188,0
0.13845,0.033333,1,189,1,189,0
0.13845,0.033333,1,190,1,190,0
0.13845,0.033333,1,191,1,191,0
0.13844,0.033333,1,192,1,192,0
0.13844,0.033333,1,193,1,193,0
0.13844,0.033333,1,194,1,194,0
0.13843,0.033333,1,195,1,195,0
0.13843,0.033333,1,196,1,196,0
0.13843,0.033333,1,197,1,197,0
0.13843,0.033333,1,198,1,198,0
0.13842,0.033333,1,199,1,199,0
0.13842,0.033333,1,200,1,200,0
0.13842,0.033333,1,201,1,201,0
0.13841,0.033333,1,202,1,202,0
0.13841,0.033333,1,203,1,203,0
0.13841,0.033333,1,204,1,204,0
0.1384,0.033333,1,205,1,205,0
0.1384,0.033333,1,206,1,206,0
0.1384,0.033333,1,207,1,207,0
0.1384,0.033333,1,208,1,208,0
0.13839,0.033333,1,209,1,209,0
0.13839,0.033333,1,210,1,210,0
0.13839,0.033333,1,211,1,211,0
0.13838,0.033333,1,212,1,212,0
0.13838,0.033333,1,213,1,213,0
0.13838,0.033333,1,214,1,214,0
0.13837,0.033333,1,215,1,215,0
0.13837,0.033333,1,216,1,216,0
0.13837,0.033333,1,217,1,217,0
0.13837,0.033333,1,218,1,218,0
0.13836,0.033333,1,219,1,219,0
0.13836,0.033333,1,220,1,220,0
0.13836,0.033333,1,221,1,221,0
0.13835,0.033333,1,222,1,222,0
0.13835,0.033333,1,223,1,223,0
0.13835,0.033333,1,224,1,224,0
0.13835,0.033333,1,225,1,225,0
0.13834,0.033333,1,226,1,226,0
0.13834,0.033333,1,227,1,227,0
0.13834,0.033333,1,228,1,228,0
0.13833,0.033333,1,229,1,229,0
0.13833,0.033333,1,230,1,230,0
0.13833,0.033333,1,231,1,231,0
0.13832,0.033333,1,232,1,232,0
0.13832,0.033333,1,233,1,233,0
0.13832,0.033333,1,234,1,234,0
0.13832,0.033333,1,235,1,235,0
0.13831,0.033333,1,236,1,236,0
0.13831,0.033333,1,237,1,237,0
0.13831,0.033333,1,238,1,238,0
0.1383,0.033333,1,239,1,239,0
0.1383,0.033333,1,240,1,240,0
0.1383,0.033333,1,241,1,241,0
0.13829,0.033333,1,242,1,242,0
0.13829,0.033333,1,243,1,243,0
0.13829,0.033333,1,244,1,244,0
0.13829,0.033333,1,245,1,245,0
0.13828,0.033333,1,246,1,246,0
0.13828,0.033333,1,247,1,247,0
0.13828,0.033333,1,248,1,248,0
0.13827,0.033333,1,249,1,249,0
0.13827,0.033333,1,250,1,250,0
0.13827,0.033333,1,251,1,251,0
0.13826,0.033333,1,252,1,252,0
0.13826,0.033333,1,253,1,253,0
0.13826,0.033333,1,254,1,254,0
0.13826,0.033333,1,255,1,255,0
0.13825,0.033333,1,256,1,256,0
0.13825,0.033333,1,257,1,257,0
0.13825,0.033333,1,258,1,258,0
0.13824,0.033333,1,259,1,259,0
0.13824,0.033333,1,260,1,260,0
0.13823,0.033333,1,261,1,261,0
0.13823,0.033333,1,262,1,262,0
0.13822,0.033333,1,263,1,263,0
0.1382,0.033333,1,264,1,264,0
0.13818,0.033333,1,265,1,265,0
0.13813,0.033333,1,266,1,266,0
0.13805,0.033333,1,267,1,267,0
0.13791,0.033333,1,268,1,268,0
0.13765,0.033333,1,269,1,269,0
0.1372,0.033333,1,270,1,270,0
0.13638,0.033333,1,271,1,271,0
0.13495,0.033333,1,272,1,272,0
0.13251,0.033333,1,273,1,273,0
0.12851,0.033333,1,274,1,274,0
0.1224,0.033333,1,275,1,275,0
0.11387,0.033333,1,276,1,276,0
0.10321,0.033333,1,277,1,277,0
0.091374,0.033333,1,278,1,278,0
0.079682,0.033333,1,279,1,279,0
0.069232,0.033333,1,280,1,280,0
0.0606,0.033333,1,281,1,281,0
0.053861,0.033333,1,282,1,282,0
0.048794,0.033333,1,283,1,283,0
0.045074,0.033333,1,284,1,284,0
0.04238,0.033333,1,285,1,285,0
0.040446,0.033333,1,286,1,286,0
0.039065,0.033333,1,287,1,287,0
0.038081,0.033333,1,288,1,288,0
0.037381,0.033333,1,289,1,289,0
0.036883,0.033333,1,290,1,290,0
0.036529,0.033333,1,291,1,291,0
0.036277,0.033333,1,292,1,292,0
0.036098,0.033333,1,293,1,293,0
0.03597,0.033333,1,294,1,294,0
0.035879,0.033333,1,295,1,295,0
0.035814,0.033333,1,296,1,296,0
0.035767,0.033333,1,297,1,297,0
0.035733,0.033333,1,298,1,298,0
0.035708,0.033333,1,299,1,299,0
0.03569,0.033333,1,300,1,300,0
0.035676,0.033333,1,301,1,301,0
0.035666,0.033333,1,302,1,302,0
0.035658,0.033333,1,303,1,303,0
0.035652,0.033333,1,304,1,304,0
0.035647,0.033333,1,305,1,305,0
0.035643,0.033333,1,306,1,306,0
0.035639,0.033333,1,307,1,307,0
0.035636,0.033333,1,308,1,308,0
0.035633,0.033333,1,309,1,309,0
0.03563,0.033333,1,310,1,310,0
0.035627,0.033333,1,311,1,311,0
0.035625,0.033333,1,312,1,312,0
0.035622,0.033333,1,313,1,313,0
0.03562,0.033333,1,314,1,314,0
0.035617,0.033333,1,315,1,315,0
0.035615,0.033333,1,316,1,316,0
0.035613,0.033333,1,317,1,317,0
0.035611,0.033333,1,318,1,318,0
0.035608,0.033333,1,319,1,319,0
0.035606,0.033333,1,320,1,320,0
0.035604,0.033333,1,321,1,321,0
0.035601,0.033333,1,322,1,322,0
0.035599,0.033333,1,323,1,323,0
0.035597,0.033333,1,324,1,324,0
0.035595,0.033333,1,325,1,325,0
0.035592,0.033333,1,326,1,326,0
0.03559,0.033333,1,327,1,327,0
0.035588,0.033333,1,328,1,328,0
0.035586,0.033333,1,329,1,329,0
0.035583,0.033333,1,330,1,330,0
0.035581,0.033333,1,331,1,331,0
0.035579,0.033333,1,332,1,332,0
0.035577,0.033333,1,333,1,333,0
0.035574,0.033333,1,334,1,334,0
0.035572,0.033333,1,335,1,335,0
0.03557,0.033333,1,336,1,336,0
0.035568,0.033333,1,337,1,337,0
0.035565,0.033333,1,338,1,338,0
0.035563,0.033333,1,339,1,339,0
0.035561,0.033333,1,340,1,340,0
0.035559,0.033333,1,341,1,341,0
0.035556,0.033333,1,342,1,342,0
0.035554,0.033333,1,343,1,343,0
0.035552,0.033333,1,344,1,344,0
0.03555,0.033333,1,345,1,345,0
0.035547,0.033333,1,346,1,346,0
0.035545,0.033333,1,347,1,347,0
0.035543,0.033333,1,348,1,348,0
0.035541,0.033333,1,349,1,349,0
0.035538,0.033333,1,350,1,350,0
0.035536,0.033333,1,351,1,351,0
0.035534,0.033333,1,352,1,352,0
0.035532,0.033333,1,353,1,353,0
0.035529,0.033333,1,354,1,354,0
0.035527,0.033333,1,355,1,355,0
0.035525,0.033333,1,356,1,356,0
0.035523,0.033333,1,357,1,357,0
0.03552,0.033333,1,358,1,358,0
0.035518,0.033333,1,359,1,359,0
0.035516,0.033333,1,360,1,360,0
0.035514,0.033333,1,361,1,361,0
0.035511,0.033333,1,362,1,362,0
0.035509,0.033333,1,363,1,363,0
0.035507,0.033333,1,364,1,364,0
0.035505,0.033333,1,365,1,365,0
0.035502,0.033333,1,366,1,366,0
0.0355,0.033333,1,367,1,367,0
0.035498,0.033333,1,368,1,368,0
0.035496,0.033333,1,369,1,369,0
0.035493,0.033333,1,370,1,370,0
0.035491,0.033333,1,371,1,371,0
0.035489,0.033333,1,372,1,372,0
0.035487,0.033333,1,373,1,373,0
0.035484,0.033333,1,374,1,374,0
0.035482,0.033333,1,375,1,375,0
0.03548,0.033333,1,376,1,376,0
0.035478,0.033333,1,377,1,377,0
0.035476,0.033333,1,378,1,378,0
0.035473,0.033333,1,379,1,379,0
0.035471,0.033333,1,380,1,380,0
0.035469,0.033333,1,381,1,381,0
0.035467,0.033333,1,382,1,382,0
0.035464,0.033333,1,383,1,383,0
0.035462,0.033333,1,384,1,384,0
0.03546,0.033333,1,385,1,385,0
0.035458,0.033333,1,386,1,386,0
0.035455,0.033333,1,387,1,387,0
0.035453,0.033333,1,388,1,388,0
0.035451,0.033333,1,389,1,389,0
0.035449,0.033333,1,390,1,390,0
0.035447,0.033333,1,391,1,391,0
0.035444,0.033333,1,392,1,392,0
0.035442,0.033333,1,393,1,393,0
0.03544,0.033333,1,394,1,394,0
0.035438,0.033333,1,395,1,395,0
0.035435,0.033333,1,396,1,396,0
0.035433,0.033333,1,397,1,397,0
0.035431,0.033333,1,398,1,398,0
0.035429,0.033333,1,399,1,399,0
0.035426,0.033333,1,400,1,400,0
0.035424,0.033333,1,401,1,401,0
0.035422,0.033333,1,402,1,402,0
0.03542,0.033333,1,403,1,403,0
0.035418,0.033333,1,404,1,404,0
0.035415,0.033333,1,405,1,405,0
0.035413,0.033333,1,406,1,406,0
0.035411,0.033333,1,407,1,407,0
0.035409,0.033333,1,408,1,408,0
0.035406,0.033333,1,409,1,409,0
0.035404,0.033333,1,410,1,410,0
0.035402,0.033333,1,411,1,411,0
0.0354,0.033333,1,412,1,412,0
0.035398,0.033333,1,413,1,413,0
0.035395,0.033333,1,414,1,414,0
0.035393,0.033333,1,415,1,415,0
0.035391,0.033333,1,416,1,416,0
0.035389,0.033333,1,417,1,417,0
0.035386,0.033333,1,418,1,418,0
0.035384,0.033333,1,419,1,419,0
0.035382,0.033333,1,420,1,420,0
0.03538,0.033333,1,421,1,421,0
0.035378,0.033333,1,422,1,422,0
0.035375,0.033333,1,423,1,423,0
0.035373,0.033333,1,424,1,424,0
0.035371,0.033333,1,425,1,425,0
0.035369,0.033333,1,426,1,426,0
0.035367,0.033333,1,427,1,427,0
0.035364,0.033333,1,428,1,428,0
0.035362,0.033333,1,429,1,429,0
0.03536,0.033333,1,430,1,430,0
0.035358,0.033333,1,431,1,431,0
0.035355,0.033333,1,432,1,432,0
0.035353,0.033333,1,433,1,433,0
0.035351,0.033333,1,434,1,434,0
0.035349,0.033333,1,435,1,435,0
0.035347,0.033333,1,436,1,436,0
0.035344,0.033333,1,437,1,437,0
0.035342,0.033333,1,438,1,438,0
0.03534,0.033333,1,439,1,439,0
0.035338,0.033333,1,440,1,440,0
0.035336,0.033333,1,441,1,441,0
0.035333,0.033333,1,442,1,442,0
0.035331,0.033333,1,443,1,443,0
0.035329,0.033333,1,444,1,444,0
0.035327,0.033333,1,445,1,445,0
0.035325,0.033333,1,446,1,446,0
0.035322,0.033333,1,447,1,447,0
0.03532,0.033333,1,448,1,448,0
0.035318,0.033333,1,449,1,449,0
0.035316,0.033333,1,450,1,450,0
0.035313,0.033333,1,451,1,451,0
0.035311,0.033333,1,452,1,452,0
0.035309,0.033333,1,453,1,453,0
0.035307,0.033333,1,454,1,454,0
0.035305,0.033333,1,455,1,455,0
0.035302,0.033333,1,456,1,456,0
0.0353,0.033333,1,457,1,457,0
0.035298,0.033333,1,458,1,458,0
0.035296,0.033333,1,459,1,459,0
0.035294,0.033333,1,460,1,460,0
0.035291,0.033333,1,461,1,461,0
0.035289,0.033333,1,462,1,462,0
0.035287,0.033333,1,463,1,463,0
0.035285,0.033333,1,464,1,464,0
0.035283,0.033333,1,465,1,465,0
0.03528,0.033333,1,466,1,466,0
0.035278,0.033333,1,467,1,467,0
0.035276,0.033333,1,468,1,468,0
0.035274,0.033333,1,469,1,469,0
0.035272,0.033333,1,470,1,470,0
0.035269,0.033333,1,471,1,471,0
0.035267,0.033333,1,472,1,472,0
0.035265,0.033333,1,473,1,473,0
0.035263,0.033333,1,474,1,474,0
0.035261,0.033333,1,475,1,475,0
0.035259,0.033333,1,476,1,476,0
0.035256,0.033333,1,477,1,477,0
0.035254,0.033333,1,478,1,478,0
0.035252,0.033333,1,479,1,479,0
0.03525,0.033333,1,480,1,480,0
0.035248,0.033333,1,481,1,481,0
0.035245,0.033333,1,482,1,482,0
0.035243,0.033333,1,483,1,483,0
0.035241,0.033333,1,484,1,484,0
0.035239,0.033333,1,485,1,485,0
0.035237,0.033333,1,486,1,486,0
0.035234,0.033333,1,487,1,487,0
0.035232,0.033333,1,488,1,488,0
0.03523,0.033333,1,489,1,489,0
0.035228,0.033333,1,490,1,490,0
0.035226,0.033333,1,491,1,491,0
0.035223,0.033333,1,492,1,492,0
0.035221,0.033333,1,493,1,493,0
0.035219,0.033333,1,494,1,494,0
0.035217,0.033333,1,495,1,495,0
0.035215,0.033333,1,496,1,496,0
0.035213,0.033333,1,497,1,497,0
0.03521,0.033333,1,498,1,498,0
0.035208,0.033333,1,499,1,499,0
0.035206,0.033333,1,500,1,500,0
0.035204,0.033333,1,501,1,501,0
0.035202,0.033333,1,502,1,502,0
0.035199,0.033333,1,503,1,503,0
0.035197,0.033333,1,504,1,504,0
0.035195,0.033333,1,505,1,505,0
0.035193,0.033333,1,506,1,506,0
0.035191,0.033333,1,507,1,507,0
0.035189,0.033333,1,508,1,508,0
0.035186,0.033333,1,509,1,509,0
0.035184,0.033333,1,510,1,510,0
0.035182,0.033333,1,511,1,511,0
0.03518,0.033333,1,512,1,512,0
0.035178,0.033333,1,513,1,513,0
0.035175,0.033333,1,514,1,514,0
0.035173,0.033333,1,515,1,515,0
0.035171,0.033333,1,516,1,516,0
0.035169,0.033333,1,517,1,517,0
0.035167,0.033333,1,518,1,518,0
0.035165,0.033333,1,519,1,519,0
0.035162,0.033333,1,520,1,520,0
0.03516,0.033333,1,521,1,521,0
0.035158,0.033333,1,522,1,522,0
0.035156,0.033333,1,523,1,523,0
0.035154,0.033333,1,524,1,524,0
0.035152,0.033333,1,525,1,525,0
0.035149,0.033333,1,526,1,526,0
0.035147,0.033333,1,527,1,527,0
0.035145,0.033333,1,528,1,528,0
0.035143,0.033333,1,529,1,529,0
0.035141,0.033333,1,530,1,530,0
0.035138,0.033333,1,531,1,531,0
0.035136,0.033333,1,532,1,532,0
0.035134,0.033333,1,533,1,533,0
0.035132,0.033333,1,534,1,534,0
0.03513,0.033333,1,535,1,535,0
0.035128,0.033333,1,536,1,536,0
0.035125,0.033333,1,537,1,537,0
0.035123,0.033333,1,538,1,538,0
0.035121,0.033333,1,539,1,539,0
0.035119,0.033333,1,540,1,540,0
0.035117,0.033333,1,541,1,541,0
0.035115,0.033333,1,542,1,542,0
0.035112,0.033333,1,543,1,543,0
0.03511,0.033333,1,544,1,544,0
0.035108,0.033333,1,545,1,545,0
0.035106,0.033333,1,546,1,546,0
0.035104,0.033333,1,547,1,547,0
0.035102,0.033333,1,548,1,548,0
0.035099,0.033333,1,549,1,549,0
0.035097,0.033333,1,550,1,550,0
0.035095,0.033333,1,551,1,551,0
0.035093,0.033333,1,552,1,552,0
0.035091,0.033333,1,553,1,553,0
0.035089,0.033333,1,554,1,554,0
0.035086,0.033333,1,555,1,555,0
0.035084,0.033333,1,556,1,556,0
0.035082,0.033333,1,557,1,557,0
0.03508,0.033333,1,558,1,558,0
0.035078,0.033333,1,559,1,559,0
0.035076,0.033333,1,560,1,560,0
0.035074,0.033333,1,561,1,561,0
0.035071,0.033333,1,562,1,562,0
0.035069,0.033333,1,563,1,563,0
0.035067,0.033333,1,564,1,564,0
0.035065,0.033333,1,565,1,565,0
0.035063,0.033333,1,566,1,566,0
0.035061,0.033333,1,567,1,567,0
0.035058,0.033333,1,568,1,568,0
0.035056,0.033333,1,569,1,569,0
0.035054,0.033333,1,570,1,570,0
0.035052,0.033333,1,571,1,571,0
0.03505,0.033333,1,572,1,572,0
0.035048,0.033333,1,573,1,573,0
0.035045,0.033333,1,574,1,574,0
0.035043,0.033333,1,575,1,575,0
0.035041,0.033333,1,576,1,576,0
0.035039,0.033333,1,577,1,577,0
0.035037,0.033333,1,578,1,578,0
0.035035,0.033333,1,579,1,579,0
0.035033,0.033333,1,580,1,580,0
0.03503,0.033333,1,581,1,581,0
0.035028,0.033333,1,582,1,582,0
0.035026,0.033333,1,583,1,583,0
0.035024,0.033333,1,584,1,584,0
0.035022,0.033333,1,585,1,585,0
0.03502,0.033333,1,586,1,586,0
0.035018,0.033333,1,587,1,587,0
0.035015,0.033333,1,588,1,588,0
0.035013,0.033333,1,589,1,589,0
0.035011,0.033333,1,590,1,590,0
0.035009,0.033333,1,591,1,591,0
0.035007,0.033333,1,592,1,592,0
0.035005,0.033333,1,593,1,593,0
0.035003,0.033333,1,594,1,594,0
0.035001,0.033333,1,595,1,595,0
0.035,0.033333,1,596,1,596,0
0.034998,0.033333,1,597,1,597,0
0.034997,0.033333,1,598,1,598,0
0.034996,0.033333,1,599,1,599,0
0.034996,0.033333,1,600,1,600,0
